,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
0,,1.0,1.0,1.0,0.0,0.0,-0.8903401360544219,-0.9108668026125247,-0.5972927241962775,0.45945945945945943,1.0,0.0,0.0
1,LP001003,1.0,1.0,0.0,0.0,1.0,-0.9294990723562153,-1.0,-0.8071065989847717,0.45945945945945943,1.0,2.0,1.0
2,LP001005,1.0,1.0,0.0,1.0,0.0,-0.9398144712430427,-0.8606259420161362,-0.6243654822335026,0.45945945945945943,1.0,2.0,1.0
3,LP001006,1.0,0.0,0.0,0.0,0.0,-0.8552875695732839,-1.0,-0.5532994923857869,0.45945945945945943,1.0,2.0,1.0
4,LP001008,1.0,1.0,2.0,0.0,1.0,-0.8697093382807669,-0.7519874693382983,-0.12690355329949254,0.45945945945945943,1.0,2.0,1.0
5,LP001011,1.0,1.0,0.0,1.0,0.0,-0.9459987631416203,-0.9103939474539705,-0.708967851099831,0.45945945945945943,1.0,2.0,1.0
6,LP001013,1.0,1.0,3.0,0.0,0.0,-0.9286085343228201,-0.8519963353725212,-0.49576988155668367,0.45945945945945943,0.0,1.0,0.0
7,LP001014,1.0,1.0,2.0,0.0,0.0,-0.9046134817563389,-0.9098028785057777,-0.46192893401015245,0.45945945945945943,1.0,2.0,1.0
8,LP001018,1.0,1.0,1.0,0.0,0.0,-0.686060606060606,-0.35171557762212957,0.15059221658206412,0.45945945945945943,1.0,1.0,0.0
9,LP001020,1.0,1.0,2.0,0.0,0.0,-0.9245516388373531,-0.9586251736265036,-0.7935702199661592,0.45945945945945943,1.0,2.0,1.0
10,LP001024,1.0,1.0,2.0,0.0,0.0,-0.9276932591218306,-0.5208795105949109,-0.3536379018612522,0.45945945945945943,1.0,2.0,1.0
11,,1.0,0.0,0.0,0.0,0.0,-0.9578726035868894,-0.832136418713243,-0.6446700507614214,0.45945945945945943,1.0,0.0,0.0
12,LP001028,1.0,1.0,2.0,0.0,0.0,-0.9715769944341374,-0.9358099122262612,-0.972927241962775,-0.6216216216216217,1.0,2.0,1.0
13,LP001029,1.0,0.0,0.0,0.0,0.0,-0.8812615955473099,-1.0,-0.607445008460237,0.45945945945945943,1.0,2.0,1.0
14,LP001030,0.0,0.0,0.0,0.0,0.0,-0.916883116883117,-1.0,-0.7732656514382403,0.45945945945945943,0.0,2.0,0.0
15,LP001032,1.0,1.0,0.0,1.0,0.0,-0.8828200371057514,-1.0,-0.580372250423012,0.45945945945945943,1.0,0.0,0.0
16,,1.0,1.0,0.0,1.0,0.0,-0.8142238713667286,-1.0,-0.6785109983079527,0.45945945945945943,0.0,2.0,0.0
17,LP001036,1.0,1.0,1.0,0.0,0.0,-0.8564007421150279,-0.6675237166415462,0.03553299492385764,0.45945945945945943,1.0,2.0,1.0
18,LP001038,1.0,1.0,0.0,1.0,0.0,-0.9393939393939394,-0.8870467240003547,-0.6379018612521152,0.45945945945945943,0.0,1.0,0.0
19,,1.0,1.0,0.0,0.0,1.0,-0.7672232529375387,-1.0,-0.38409475465313037,0.45945945945945943,1.0,1.0,1.0
20,LP001043,1.0,1.0,0.0,0.0,0.0,-0.9344712430426717,-0.8668321659721606,-0.6175972927241964,0.45945945945945943,1.0,1.0,1.0
21,LP001046,1.0,1.0,2.0,1.0,0.0,-0.8991713048855907,-0.9385288293879481,-0.658206429780034,0.45945945945945943,1.0,2.0,1.0
22,LP001047,1.0,0.0,0.0,1.0,0.0,-0.968039579468151,-1.0,-0.9120135363790187,0.45945945945945943,1.0,2.0,0.0
23,,1.0,0.0,0.0,0.0,0.0,-0.9253679653679654,-1.0,-0.7800338409475467,0.45945945945945943,1.0,2.0,0.0
24,,1.0,0.0,1.0,0.0,1.0,-0.887643784786642,-1.0,-0.6717428087986465,0.45945945945945943,1.0,0.0,0.0
25,LP001066,1.0,1.0,0.0,0.0,0.0,-0.9171304885590601,-0.9014688063362591,-0.6446700507614214,0.45945945945945943,1.0,1.0,1.0
26,LP001068,1.0,0.0,3.0,0.0,0.0,-0.6944959802102659,-0.822679315542158,0.05245346869712342,0.45945945945945943,1.0,0.0,0.0
27,LP001073,0.0,1.0,0.0,0.0,0.0,-0.9129993815708102,-0.9137630404586695,-0.5431472081218276,0.45945945945945943,1.0,1.0,1.0
28,LP001086,1.0,0.0,0.0,0.0,0.0,-0.9006555349412493,-0.5738392883529864,-0.4077834179357023,0.45945945945945943,1.0,2.0,1.0
29,,1.0,0.0,0.0,1.0,0.0,-0.910995670995671,-0.9014096994414398,-0.658206429780034,0.45945945945945943,1.0,1.0,1.0
30,,1.0,0.0,0.0,0.0,0.0,-0.914656771799629,-1.0,-0.7597292724196278,0.45945945945945943,1.0,2.0,0.0
31,LP001095,1.0,0.0,0.0,0.0,0.0,-0.9591836734693878,-0.9283033365842126,-0.8714043993231811,0.45945945945945943,1.0,2.0,1.0
32,LP001097,1.0,1.0,0.0,0.0,0.0,-0.9062213976499691,-0.8619262937021603,-0.5769881556683588,0.45945945945945943,1.0,1.0,1.0
33,LP001098,1.0,1.0,1.0,0.0,0.0,-0.8639703153988869,-1.0,-0.8815566835871406,0.45945945945945943,1.0,2.0,1.0
34,LP001100,1.0,1.0,0.0,0.0,0.0,-0.8597155225726655,-1.0,-0.5431472081218276,0.45945945945945943,1.0,2.0,1.0
35,,0.0,1.0,0.0,0.0,0.0,-0.9382807668521955,-0.7966722818216745,-0.6243654822335026,0.45945945945945943,0.0,2.0,0.0
36,,0.0,0.0,0.0,0.0,0.0,-0.9047619047619049,-0.8655318142861365,-0.5431472081218276,0.45945945945945943,1.0,1.0,1.0
37,LP001112,0.0,1.0,0.0,1.0,0.0,-0.9560173160173161,-0.9028282649171026,-0.6920473773265652,0.45945945945945943,1.0,1.0,1.0
38,LP001114,0.0,0.0,0.0,0.0,0.0,-0.9273716759431045,-1.0,-0.6243654822335026,0.45945945945945943,1.0,1.0,1.0
39,LP001116,0.0,0.0,0.0,0.0,0.0,-0.8990723562152134,-1.0,-0.6514382402707277,0.45945945945945943,1.0,1.0,0.0
40,LP001119,1.0,1.0,2.0,0.0,0.0,-0.8895238095238096,-1.0,-0.5769881556683588,0.45945945945945943,1.0,2.0,0.0
41,LP001120,0.0,1.0,1.0,0.0,1.0,-0.7192331478045764,-1.0,-0.06260575296108306,0.45945945945945943,0.0,2.0,0.0
42,,1.0,1.0,2.0,0.0,0.0,-0.936722325293754,-0.9310222537458994,-0.7021996615905246,0.45945945945945943,1.0,1.0,1.0
43,LP001131,1.0,1.0,0.0,0.0,0.0,-0.9509709338280767,-0.9059609303425245,-0.7055837563451778,0.45945945945945943,1.0,1.0,1.0
